"Price","Sq.feet","Title","Address","Date.Posted","Building.Type","Bedrooms","Bathrooms","Utilities","Wi.Fi.and.More","Parking.Included","Agreement.Type","Move.In.Date","Pet.Friendly","Furnished","Air.Conditioning","Personal.Outdoor.Space","Smoking.Permitted","Appliances","Amenities","Description","Visit.Counter","url"
3500,700,"Spacious 2+1 Bedroom Apartment for rent in Downtown Toronto","55 Mercer St, Toronto, ON M5V 3W2","2024-03-12 04:13:39","Condo","2 + Den","2",NA,"Not Included","0","1 Year","April 1, 2024","No","No","Yes","Not Included","Outdoors only","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building","**Seeking Two Female Roommates for Prime Downtown Toronto Apartment**
I am currently looking for two female working professionals or students to share a spacious 2-bedroom +1 Den apartment in the heart of Toronto's Entertainment and Theatre District, located at the intersection of Blue Jays Way & King St W. This is a unique opportunity for those who appreciate modern living in a vibrant urban setting.
**Apartment Features:**
- **Location:** Situated on the 6th floor, the apartment offers beautiful south-facing views and is flooded with natural light.
- **Bedrooms:** Two well-appointed bedrooms, each offering privacy and comfort.
- **Bathrooms:** Includes two full bathrooms, ensuring convenience for all residents.
- **Kitchen & Living Area:** An open-concept layout with a fully equipped kitchen featuring high-end built-in appliances, leading into a spacious living and dining area.
- **Amenities:** The building boasts a range of luxury amenities including 24/7 concierge, a fully equipped gym, co-working space, outdoor BBQ area, and more.
**Neighborhood Highlights:**
- **Convenience:** Steps away from public transportation, Rogers Centre, Scotiabank Arena, various theatres, banks, shops, bars, and restaurants.
- **Lifestyle:** Located in a lively area known for its entertainment options, offering easy access to Toronto's best cultural and social scenes.
**Lease Details:**
- **Availability:** Immediate, with flexible viewing times available upon request. 1 year lease agreement at least.
- **Requirements:** Ideal candidates will be non-smokers and ready to provide documentation such as a credit report, employment verification, and references. A $300 key deposit is required upon signing.
**Interested?**
For more information or to arrange a viewing, please contact Rida at rida.zahraslam@gmail.com. Alternatively, feel free to direct message your phone number, and I will reach out to you.
This is a fantastic opportunity for those looking to enjoy downtown Toronto living with all the comforts and conveniences of a modern home. Looking forward to finding the perfect roommates to share this amazing space with!","23 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-2-1-bedroom-apartment-for-rent-in-downtown-toronto/1687975142"
2200,495,"$2,200 / 1br - 495ft2 - 1 bed condo with great location","Bathurst Street, Toronto, ON","2024-03-05 05:51:20","Apartment","1","1","Hydro_No,Heat_No,Water_Yes","Not Included","0","1 Year","March 16, 2024","No","No","Yes","Balcony","No","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building","Enter into this sunny 1 bedroom, 1 bathroom with beautiful interior design. Functional open concept layout offers large windows, laminate flooring, huge balcony and 9ft ceilings. Good location and close to great Restaurants, Lounges, Theatres, AGO, Rogers Centre & TTC all within walking distance. Please make an appointment for viewing.","66 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-200-1br-495ft2-1-bed-condo-with-great-location/1687321618"
2229,640,"200 Dufferin Street - Lord Dufferin Apartments Apartment for Ren","200 Dufferin Street, Toronto, ON, M6K 1Z4","2024-03-14 00:09:41","Apartment","1","1",NA,"Not Included","0","1 Year",NA,"Yes","No","No","Not Included","No","Fridge / Freezer","Elevator in Building","Lord Dufferin Apartments offers stylish, renovated apartments in Liberty Village's west end. Packed with must-have on-site amenities and boasting a transit score of 100, these apartments will help you enhance your Toronto living experience. Offering pet friendly bachelor, 1 and 2 bedroom suites, you'll love the earthy tones and contemporary finishes outfitting these cozy apartments. The rental suites at Lord Dufferin Apartments feature dishwashers, balconies, and open-concept layouts, while our friendly on-site management and concierge staff address your maintenance needs and secure your peace of mind. Residents also enjoy a gym, laundry facilities, storage room with lockers, and party room all on-site; while just outside you'll find a cozy swimming pool and lounge area, plus a personal dog park for resident use. There's no shortage of amenities in Liberty Village, and Lord Dufferin Apartments puts you walking distance from some of its best. Take your workout outdoors with the paved path along Lake Ontario just steps from your door, or spend a day at the CNE, just as close by. With TTC bus and streetcar stops at your door, including 24-hour options on Queen Street, easy access to the Gardiner Expressway and QEW, and the Exhibition GO Station just minutes away, the entire city of Toronto is at your fingertips. Lord Dufferin Apartments is a Certified Rental Building and offers affordable rental living in the heart of one of Toronto's most vibrant neighbourhoods. Live at the edge of one of Toronto's most vibrant neighbourhoods, Liberty Village! The Lord Dufferin is ideal for anyone who enjoys convenience. You are minutes to 24-hour bus and streetcar transit, the Exhibition Go Station, you are walking distance to Queen West shopping, a variety of parks, restaurants, coffee shops, and grocery stores, this location has it all!Building OverivewLord Dufferin Apartments offers stylish, renovated apartments in Liberty Village's west end. Packed with must-have on-site amenities and boasting a transit score of 100, these apartments will help you enhance your Toronto living experience. Offering pet friendly bachelor, 1 and 2 bedroom suites, you'll love the earthy tones and contemporary finishes outfitting these cozy apartments. The rental suites at Lord Dufferin Apartments feature dishwashers, balconies, and open-concept layouts, while our friendly on-site management and concierge staff address your maintenance needs and secure your peace of mind. Residents also enjoy a gym, laundry facilities, storage room with lockers, and party room all on-site; while just outside you'll find a cozy swimming pool and lounge area, plus a personal dog park for resident use. There's no shortage of amenities in Liberty Village, and Lord Dufferin Apartments puts you walking distance from some of its best. Take your workout outdoors with the paved path along Lake Ontario just steps from your door, or spend a day at the CNE, just as close by. With TTC bus and streetcar stops at your door, including 24-hour options on Queen Street, easy access to the Gardiner Expressway and QEW, and the Exhibition GO Station just minutes away, the entire city of Toronto is at your fingertips. Lord Dufferin Apartments is a Certified Rental Building and offers affordable rental living in the heart of one of Toronto's most vibrant neighbourhoods.",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/200-dufferin-street-lord-dufferin-apartments-apartment-for-ren/1682463105"
1900,750,"One Bedroom Basement Apartment","37 Mancroft Crescent, Toronto, ON, M9W 3G1","2024-03-12 19:48:01","Basement","1","1",NA,"Internet","1","Not Available","March 15, 2024","No","No","Yes","Not Included","No","Laundry (In Unit), Fridge / Freezer",NA,"One bedroom basement apartment available for rent in gorgeous & cozy raised detached bungalow. Tastefully & Freshly Renovated, Spacious & meticulously maintained, located on a quiet, family - friendly street in North Etobicoke. The area is a quiet neighborhood, so if you like coming to a peaceful and quiet place after work; this is your kind of space. You must be a NON SMOKER. Laundry onsite. Really excellent location: -- 5 minutes access to 401/ 427 – 25 minutes bus ride to Kipling Subway",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-basement-apartment/1688028571"
3600,950,"Hard Loft for Lease In Little Italy!!!","Toronto, ON M6H 0A1",NA,"Apartment","2","2","Hydro_No,Heat_Yes,Water_Yes","Not Included","1","1 Year","February 1, 2024","Yes","No","Yes","Balcony","No","Laundry (In Unit), Dishwasher, Fridge / Freezer","Bicycle Parking, Elevator in Building","Large Loft for lease with parking!
This authentic church conversion hard loft is a must see!! Truly an entertainers dream!","474 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/hard-loft-for-lease-in-little-italy/1682733225"
2149,720,"Scarborough 1 Bedroom Apartment for Rent - 3895 Lawrence Avenue,","3895 Lawrence Avenue, Scarborough, ON, M1G 3T3","2024-03-13 19:43:06","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Yes","No","No","Balcony","No","Laundry (In Building), Dishwasher, Fridge / Freezer","Elevator in Building","Current Promotions",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-1-bedroom-apartment-for-rent-3895-lawrence-avenue/1687981306"
2819,689,"6020 Bathurst Street - Valencia Towers Apartment for Rent","6020 Bathurst Street, Toronto, ON, M2R 1Z8","2024-02-25 00:30:00","Apartment","1","1",NA,"Not Included","0","1 Year",NA,"Yes","No","No","Not Included","No","Fridge / Freezer","Elevator in Building","Valencia Towers is a student- and family-friendly apartment community featuring cozy suites, coveted on-site amenities, and an excellent Bathurst Street location.Choose from bachelor, 1, 2 and 3 bedroom suites to suit your and your family's needs. These pet friendly and renovated apartment homes feature spacious layouts and private balconies. Condo-style on-site amenities include a gym, laundry facilities, and an on-site daycare, all under professional on-site management. This Certified Rental Building is located near Bathurst and Steeles in bustling North York. Students and staff can reach York University in 20 minutes by transit or 10 minutes by car. Valencia Towers is also close to shopping, grocery, restaurants, banks, pharmacies, and entertainment, including the G Ross Lord Park nearby. Make an investment in your quality of life. Come home to the comfort and convenience of Valencia Towers. nullBuilding OverivewValencia Towers is a student- and family-friendly apartment community featuring cozy suites, coveted on-site amenities, and an excellent Bathurst Street location.Choose from bachelor, 1, 2 and 3 bedroom suites to suit your and your family's needs. These pet friendly and renovated apartment homes feature spacious layouts and private balconies. Condo-style on-site amenities include a gym, laundry facilities, and an on-site daycare, all under professional on-site management. This Certified Rental Building is located near Bathurst and Steeles in bustling North York. Students and staff can reach York University in 20 minutes by transit or 10 minutes by car. Valencia Towers is also close to shopping, grocery, restaurants, banks, pharmacies, and entertainment, including the G Ross Lord Park nearby. Make an investment in your quality of life. Come home to the comfort and convenience of Valencia Towers.Current PromotionsHurry! 1 Month Free - For a limited time only | Call Today!For a limited time, you can receive ONE MONTH FREE on a 12-month lease. *Receive your first month free on select suites for a limited time only. Contact the leasing team for details. Valid on new move-ins. Pricing, Incentives, and availability are subject to change or end without notice. Terms & Conditions apply. All pictures shown may not be representative of all suites available. E.&O.E. Call our dedicated team today to apply!",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/6020-bathurst-street-valencia-towers-apartment-for-rent/1686341372"
1550,300,"Studio apartment (private)for rent Basement March 15th","24 Anticosti Dr, Scarborough, ON M1J 1V5","2024-03-13 13:13:04","Apartment","Bachelor/Studio","1",NA,"Not Included","1","1 Year","March 15, 2024","No","Yes","No","Not Included","Outdoors only",NA,NA,"Studio apartment (private)for rent Basement March 15th
*For students/ professionals / couples
FIRST AND LAST MONTH
$300 deposit
The house is very close to bus stop.
The place also offers WiFi and a kitchenet and a private washroom .
The studio comes furnished with bed, mattress desk and chair ( as seen in pictures.
Application through singlekey.","131 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-apartment-private-for-rent-basement-march-15th/1688092054"
1805,390,"Bachelor Apartment for Rent - 140 Erskine Avenue","140 Erskine Avenue, Toronto, ON, M4P 1Z2","2024-03-14 14:07:02","Apartment","Bachelor/Studio","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Limited","No","No","Balcony","No","Laundry (In Building), Fridge / Freezer","Gym, Pool, Elevator in Building","Free Month of Rent!",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-140-erskine-avenue/1682150597"
1849,575,"Newly Renovated 1 Bedroom Available in East York","494 Mortimer Avenue, East York, ON","2024-02-27 02:18:25","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","May 15, 2024","Yes","No","No","Yard","Outdoors only","Laundry (In Building), Fridge / Freezer","Bicycle Parking","Check out our newly renovated one-bedroom apartment! Our beautifully renovated one-bedroom apartment will be available for move-in on May 15. This charming space will undergo a complete makeover, featuring modern finishes and stylish design. Enjoy the one bedroom, fully equipped kitchen, and a cozy living area perfect for relaxation. Conveniently located in East York vibrant neighbourhood with easy access to amenities and public transportation. Don't miss the opportunity to call this place your new home!
Please note that hydro is not included in the rent, offering you the flexibility to manage your utilities according to your preferences.","190 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-1-bedroom-available-in-east-york/1686567209"
2295,550,"1 BEDROOM Apartment for Rent - 391 Sherbourne Street","391 Sherbourne Street, Toronto, ON, M4X 1K4","2024-03-13 14:47:23","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Limited","No","No","Not Included","No",NA,NA,"Looking for your new rental property in a great location that will complement your lifestyle? 391 Sherbourne Street is ideally located in the heart of downtown Toronto. Below are some of the highlights of 391 Sherbourne Street for you to get a better idea of what living there would look like.",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-391-sherbourne-street/1684095534"
